Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,55.459999084472656,55.599998474121094,54.2400016784668,55.150001525878906,55.150001525878906,1664500
2015-01-05,54.540000915527344,54.95000076293945,52.33000183105469,52.529998779296875,52.529998779296875,2023000
2015-01-06,52.54999923706055,53.93000030517578,50.75,52.439998626708984,52.439998626708984,3762800
2015-01-07,53.31999969482422,53.75,51.7599983215332,52.209999084472656,52.209999084472656,1548200
2015-01-08,52.59000015258789,54.13999938964844,51.7599983215332,53.83000183105469,53.83000183105469,2015300
2015-01-09,55.959999084472656,56.9900016784668,54.720001220703125,56.06999969482422,56.06999969482422,6224200
2015-01-12,56.0,56.060001373291016,53.43000030517578,54.02000045776367,54.02000045776367,2407700
2015-01-13,54.470001220703125,54.79999923706055,52.52000045776367,53.18000030517578,53.18000030517578,1958400
2015-01-14,52.79999923706055,53.68000030517578,51.459999084472656,52.20000076293945,52.20000076293945,1854600
2015-01-15,53.0,53.61000061035156,50.029998779296875,50.119998931884766,50.119998931884766,2647800
2015-01-16,50.18000030517578,51.4900016784668,50.029998779296875,51.38999938964844,51.38999938964844,2183300
2015-01-20,51.650001525878906,51.779998779296875,50.689998626708984,51.40999984741211,51.40999984741211,1235000
2015-01-21,51.20000076293945,53.5,51.20000076293945,53.40999984741211,53.40999984741211,3248100
2015-01-22,53.869998931884766,55.279998779296875,53.119998931884766,54.79999923706055,54.79999923706055,2295400
2015-01-23,54.65999984741211,55.63999938964844,54.29999923706055,55.189998626708984,55.189998626708984,1636400
2015-01-26,55.119998931884766,55.790000915527344,54.83000183105469,55.40999984741211,55.40999984741211,1450300
2015-01-27,56.060001373291016,56.15999984741211,54.56999969482422,55.630001068115234,55.630001068115234,2410400
2015-01-28,56.150001525878906,56.150001525878906,52.91999816894531,53.0,53.0,2013100
2015-01-29,52.849998474121094,53.310001373291016,51.40999984741211,52.93000030517578,52.93000030517578,1844100
2015-01-30,52.59000015258789,53.41999816894531,52.04999923706055,52.470001220703125,52.470001220703125,1875400
2015-02-02,52.939998626708984,53.5,51.209999084472656,53.470001220703125,53.470001220703125,2105500
2015-02-03,53.83000183105469,55.93000030517578,53.40999984741211,55.779998779296875,55.779998779296875,2885400
2015-02-04,55.529998779296875,57.06999969482422,55.25,56.7400016784668,56.7400016784668,2498600
2015-02-05,57.599998474121094,57.70000076293945,56.08000183105469,57.470001220703125,57.470001220703125,4657300
2015-02-06,47.70000076293945,48.16999816894531,44.86000061035156,45.11000061035156,45.11000061035156,25180900
2015-02-09,44.90999984741211,45.040000915527344,42.099998474121094,42.16999816894531,42.16999816894531,13079300
2015-02-10,43.83000183105469,45.54999923706055,43.310001373291016,44.65999984741211,44.65999984741211,11267700
2015-02-11,45.38999938964844,46.43000030517578,44.810001373291016,46.18000030517578,46.18000030517578,6359400
2015-02-12,46.45000076293945,47.84000015258789,45.95000076293945,47.630001068115234,47.630001068115234,4375000
2015-02-13,48.5099983215332,49.04999923706055,47.220001220703125,47.529998779296875,47.529998779296875,4713100
2015-02-17,47.439998626708984,48.619998931884766,47.029998779296875,48.189998626708984,48.189998626708984,2390100
2015-02-18,47.939998626708984,48.689998626708984,47.20000076293945,47.540000915527344,47.540000915527344,2541300
2015-02-19,47.15999984741211,47.790000915527344,46.869998931884766,47.34000015258789,47.34000015258789,1642200
2015-02-20,47.400001525878906,47.91999816894531,47.099998474121094,47.790000915527344,47.790000915527344,1688500
2015-02-23,47.54999923706055,47.7400016784668,46.529998779296875,47.349998474121094,47.349998474121094,2086000
2015-02-24,46.97999954223633,47.72999954223633,46.619998931884766,47.290000915527344,47.290000915527344,1506500
2015-02-25,46.939998626708984,47.45000076293945,46.5,47.150001525878906,47.150001525878906,1924600
2015-02-26,48.630001068115234,48.810001373291016,47.560001373291016,47.75,47.75,3059400
2015-02-27,48.31999969482422,48.439998626708984,47.04999923706055,48.0,48.0,2118400
2015-03-02,48.02000045776367,48.459999084472656,47.189998626708984,47.86000061035156,47.86000061035156,1933700
2015-03-03,47.75,48.97999954223633,47.33000183105469,48.58000183105469,48.58000183105469,2352100
2015-03-04,48.68000030517578,48.869998931884766,47.310001373291016,47.790000915527344,47.790000915527344,2218800
2015-03-05,47.689998626708984,48.70000076293945,47.40999984741211,47.939998626708984,47.939998626708984,1696900
2015-03-06,47.75,48.58000183105469,46.91999816894531,47.04999923706055,47.04999923706055,1994800
2015-03-09,46.959999084472656,46.959999084472656,45.34000015258789,45.81999969482422,45.81999969482422,2554800
2015-03-10,45.040000915527344,45.900001525878906,44.25,45.22999954223633,45.22999954223633,2379500
2015-03-11,45.08000183105469,46.72999954223633,44.72999954223633,45.72999954223633,45.72999954223633,2227300
2015-03-12,45.900001525878906,46.81999969482422,45.540000915527344,46.79999923706055,46.79999923706055,1657400
2015-03-13,46.7599983215332,47.5,46.130001068115234,46.45000076293945,46.45000076293945,2259400
2015-03-16,46.349998474121094,46.75,45.599998474121094,46.709999084472656,46.709999084472656,1607800
2015-03-17,46.599998474121094,47.59000015258789,46.310001373291016,47.220001220703125,47.220001220703125,1723000
2015-03-18,47.040000915527344,47.56999969482422,46.599998474121094,46.81999969482422,46.81999969482422,2514800
2015-03-19,46.66999816894531,47.2400016784668,44.34000015258789,45.18000030517578,45.18000030517578,9280900
2015-03-20,45.31999969482422,46.400001525878906,44.86000061035156,44.939998626708984,44.939998626708984,4240400
2015-03-23,44.86000061035156,47.150001525878906,44.7400016784668,47.029998779296875,47.029998779296875,3681700
2015-03-24,46.970001220703125,47.36000061035156,46.529998779296875,47.040000915527344,47.040000915527344,2266600
2015-03-25,47.040000915527344,47.2400016784668,45.72999954223633,45.7599983215332,45.7599983215332,2524700
2015-03-26,45.650001525878906,46.599998474121094,45.310001373291016,45.709999084472656,45.709999084472656,1692000
2015-03-27,45.81999969482422,47.349998474121094,45.7599983215332,47.15999984741211,47.15999984741211,1889500
2015-03-30,47.099998474121094,48.2400016784668,46.709999084472656,47.38999938964844,47.38999938964844,3333800
2015-03-31,47.029998779296875,47.91999816894531,46.790000915527344,47.349998474121094,47.349998474121094,1922500
2015-04-01,47.25,47.369998931884766,45.09000015258789,45.5,45.5,3670000
2015-04-02,45.400001525878906,47.5,45.31999969482422,47.13999938964844,47.13999938964844,2594600
2015-04-06,46.25,47.81999969482422,46.08000183105469,47.310001373291016,47.310001373291016,1560500
2015-04-07,47.279998779296875,48.16999816894531,46.959999084472656,46.9900016784668,46.9900016784668,1434800
2015-04-08,46.81999969482422,47.779998779296875,46.369998931884766,47.43000030517578,47.43000030517578,1856500
2015-04-09,47.400001525878906,48.099998474121094,46.779998779296875,47.0,47.0,1184400
2015-04-10,47.04999923706055,47.720001220703125,46.54999923706055,47.650001525878906,47.650001525878906,1407400
2015-04-13,47.720001220703125,48.34000015258789,47.27000045776367,47.400001525878906,47.400001525878906,1485900
2015-04-14,47.36000061035156,47.95000076293945,46.709999084472656,47.599998474121094,47.599998474121094,1692500
2015-04-15,47.619998931884766,50.20000076293945,47.58000183105469,49.56999969482422,49.56999969482422,5395300
2015-04-16,49.33000183105469,50.0,48.529998779296875,49.369998931884766,49.369998931884766,2694500
2015-04-17,48.90999984741211,49.0099983215332,47.939998626708984,48.29999923706055,48.29999923706055,2068500
2015-04-20,48.45000076293945,48.4900016784668,47.83000183105469,48.25,48.25,1112200
2015-04-21,48.41999816894531,49.75,48.150001525878906,49.310001373291016,49.310001373291016,1686900
2015-04-22,49.959999084472656,51.150001525878906,49.790000915527344,50.45000076293945,50.45000076293945,2499300
2015-04-23,50.5099983215332,50.75,49.70000076293945,50.31999969482422,50.31999969482422,1457100
2015-04-24,50.83000183105469,51.220001220703125,50.27000045776367,50.61000061035156,50.61000061035156,1433500
2015-04-27,50.97999954223633,52.5099983215332,50.880001068115234,51.02000045776367,51.02000045776367,2388300
2015-04-28,51.29999923706055,52.25,51.060001373291016,51.220001220703125,51.220001220703125,2433700
2015-04-29,51.0,51.72999954223633,50.380001068115234,51.279998779296875,51.279998779296875,6480400
2015-04-30,41.25,42.290000915527344,38.75,39.38999938964844,39.38999938964844,25307400
2015-05-01,39.310001373291016,39.88999938964844,38.540000915527344,39.7599983215332,39.7599983215332,5876800
2015-05-04,39.689998626708984,39.709999084472656,38.68000030517578,39.61000061035156,39.61000061035156,5171100
2015-05-05,39.540000915527344,39.9900016784668,38.689998626708984,38.880001068115234,38.880001068115234,2500500
2015-05-06,38.79999923706055,39.09000015258789,37.90999984741211,38.220001220703125,38.220001220703125,2689200
2015-05-07,38.220001220703125,48.72999954223633,38.220001220703125,47.0099983215332,47.0099983215332,33831600
2015-05-08,47.25,50.9900016784668,47.20000076293945,49.93000030517578,49.93000030517578,24155600
2015-05-11,49.36000061035156,50.290000915527344,47.880001068115234,48.619998931884766,48.619998931884766,10430300
2015-05-12,48.220001220703125,49.86000061035156,48.150001525878906,48.83000183105469,48.83000183105469,7587400
2015-05-13,48.83000183105469,49.349998474121094,47.25,47.84000015258789,47.84000015258789,5577100
2015-05-14,47.849998474121094,48.470001220703125,47.2599983215332,47.349998474121094,47.349998474121094,3539400
2015-05-15,47.36000061035156,47.56999969482422,46.68000030517578,46.88999938964844,46.88999938964844,3567700
2015-05-18,45.70000076293945,46.619998931884766,45.5,46.560001373291016,46.560001373291016,2893600
2015-05-19,46.52000045776367,48.560001373291016,46.0,46.459999084472656,46.459999084472656,4677600
2015-05-20,46.54999923706055,46.93000030517578,45.75,46.43000030517578,46.43000030517578,1605000
2015-05-21,46.099998474121094,46.880001068115234,45.849998474121094,46.13999938964844,46.13999938964844,1929800
2015-05-22,46.0,46.83000183105469,46.0,46.47999954223633,46.47999954223633,1373800
2015-05-26,46.130001068115234,46.810001373291016,45.36000061035156,45.54999923706055,45.54999923706055,2142300
2015-05-27,45.849998474121094,46.68000030517578,44.83000183105469,45.52000045776367,45.52000045776367,2544100
2015-05-28,45.099998474121094,47.91999816894531,44.849998474121094,47.75,47.75,4838900
2015-05-29,47.15999984741211,48.689998626708984,46.75,47.90999984741211,47.90999984741211,3602000
2015-06-01,47.709999084472656,48.27000045776367,46.869998931884766,47.40999984741211,47.40999984741211,2296200
2015-06-02,47.45000076293945,48.900001525878906,47.310001373291016,48.58000183105469,48.58000183105469,2060700
2015-06-03,48.65999984741211,48.79999923706055,47.279998779296875,47.560001373291016,47.560001373291016,2200200
2015-06-04,47.33000183105469,47.86000061035156,46.790000915527344,47.150001525878906,47.150001525878906,3160400
2015-06-05,47.529998779296875,48.5,47.099998474121094,48.220001220703125,48.220001220703125,2715200
2015-06-08,47.900001525878906,48.040000915527344,45.619998931884766,45.66999816894531,45.66999816894531,3709500
2015-06-09,45.970001220703125,46.27000045776367,45.22999954223633,45.439998626708984,45.439998626708984,2635900
2015-06-10,45.810001373291016,45.810001373291016,44.400001525878906,44.459999084472656,44.459999084472656,3719400
2015-06-11,44.61000061035156,44.86000061035156,43.40999984741211,43.540000915527344,43.540000915527344,5014700
2015-06-12,43.380001068115234,44.29999923706055,43.25,44.040000915527344,44.040000915527344,3401900
2015-06-15,43.4900016784668,44.38999938964844,43.4900016784668,44.0,44.0,2341400
2015-06-16,43.939998626708984,46.220001220703125,43.83000183105469,44.70000076293945,44.70000076293945,5072500
2015-06-17,44.939998626708984,45.189998626708984,44.18000030517578,44.599998474121094,44.599998474121094,1711700
2015-06-18,44.5099983215332,45.83000183105469,44.36000061035156,45.439998626708984,45.439998626708984,2045600
2015-06-19,45.060001373291016,45.459999084472656,44.75,45.119998931884766,45.119998931884766,2302200
2015-06-22,45.349998474121094,46.02000045776367,44.83000183105469,45.279998779296875,45.279998779296875,2115400
2015-06-23,45.5099983215332,46.400001525878906,45.08000183105469,46.02000045776367,46.02000045776367,1833600
